# 譯名收斂表
# 建構時（tools/build_translation.sh）對所有譯文做全域字串替換，格式：錯誤寫法<TAB>正確寫法。
# 這裡修的是「同一個專有名詞在不同批次被譯成不同中文」——批次是平行翻的，各自合理但湊起來不一致。
# 修在這張表而不是直接改 translation_utf8.tsv：那個檔是 merge_translations.py 從 skeleton +
# batch 重新產生的，直接改會在下次重跑 build_translation.sh 時被蓋掉。
#
# 2026-07-30 系列譯名稽核（以《宇宙傳奇IV》繁中版為基準）：
#
# Labion：SQ4 作「拉比恩」（「《宇宙傳奇II》拉比恩星區」），SQ2 亦同。
#         SQ3 內部漂出三種寫法，各一則。
拉比翁	拉比恩
拉比昂	拉比恩
#
# Xenon（羅傑的母星）：SQ3 作「澤農」、SQ2 與 SQ4 都作「氙星」。兩邊本來就對不上，
# 依基準採 SQ4 的「氙星」。SQ3 只有一則（佩斯圖倫天空讓你想起故鄉行星）。
澤農	氙星
#
# Space Quest 系列名：全系列固定譯「宇宙傳奇」。片尾兩則寫成「太空傳奇」，
# 其中一則是遊戲自我指涉的系列名（the Space Quest series of adventure games），
# 譯錯會讓玩家以為是另一套遊戲。另一則是同段的 our space saga，一起收斂才不會前後打架。
太空傳奇	宇宙傳奇
#
# orium（拉比恩沼澤撿到的礦石）：SQ3 內部 6 則作「歐利姆」、1 則作「歐瑞姆」，取多數。
# SQ4 無此詞，無跨代基準。
歐瑞姆	歐利姆
#
# Labion Terror Beast：SQ4 無此詞。SQ2（怪獸實際登場的那一作）全作用「恐懼獸」，
# SQ3 僅一則提及、作「恐怖獸」。依系列一致性收斂到 SQ2 的譯法。
恐怖獸	恐懼獸
